time,current,voltage,power,pressure_anode_inlet,pressure_anode_outlet,pressure_cathode_inlet,pressure_cathode_outlet,temp_anode_endplate,temp_anode_dewpoint_water,temp_anode_inlet,temp_anode_outlet,temp_cathode_dewpoint_water,temp_cathode_inlet,temp_cathode_outlet,total_anode_stack_flow,total_cathode_stack_flow
400,1.7628,0.8516,1.5,109.597778,110.529453,108.990728,108.083206,83.525986,53.666645,67.857376,36.548672,63.351009,68.744804,56.17625,0.084,0.349
401,1.7604,0.85,1.5,109.901303,110.529453,109.294253,108.893387,83.464256,53.640808,67.80687,36.535122,63.325169,68.757431,56.150997,0.084,0.349
402,1.7604,0.8506,1.5,109.901303,110.529453,109.597778,108.893387,83.488953,53.653725,67.76899,36.521572,63.286411,68.732178,56.188877,0.084,0.349
403,1.7628,0.8506,1.5,110.103653,110.428352,109.395428,108.893387,83.550674,53.679565,67.832123,36.521572,63.312248,68.719551,56.163624,0.084,0.349
404,1.7604,0.8516,1.5,109.901303,110.428352,109.395428,108.184478,83.476608,53.653725,67.819496,36.535122,63.338089,68.681671,56.125748,0.084,0.349
405,1.7628,0.8512,1.5,109.800128,110.529453,109.294253,107.779388,83.427223,53.627888,67.819496,36.494473,63.273491,68.719551,56.113121,0.084,0.349
406,4.4297,0.8028,3.56,109.800128,110.428352,108.990728,108.083206,83.464256,53.602047,67.781616,36.562222,63.286411,68.782684,56.075241,0.084,0.349
407,4.4322,0.8005,3.55,110.103653,110.428352,109.294253,108.893387,83.439568,53.627888,67.844749,36.589321,63.312248,68.795311,56.075241,0.084,0.349
408,4.4297,0.8031,3.56,109.901303,110.529453,109.597778,108.994659,83.464256,53.653725,67.819496,36.548672,63.312248,68.795311,56.012112,0.084,0.349
409,4.4322,0.8044,3.57,109.901303,110.529453,109.800128,108.994659,83.563019,53.666645,67.756363,36.535122,63.351009,68.770058,56.049992,0.084,0.349
410,4.4322,0.8051,3.57,109.597778,110.529453,109.800128,108.994659,83.513641,53.666645,67.76899,36.548672,63.286411,68.732178,56.024738,0.084,0.349
411,4.4297,0.8054,3.57,110.103653,110.529453,109.698953,108.893387,83.476608,53.640808,67.76899,36.535122,63.286411,68.719551,55.986557,0.084,0.349
412,4.4322,0.8054,3.57,110.103653,110.428352,109.800128,108.994659,83.464256,53.627888,67.76899,36.521572,63.338089,68.744804,55.986557,0.084,0.349
413,4.4322,0.8057,3.57,109.901303,110.428352,109.698953,108.994659,83.501297,53.653725,67.819496,36.562222,63.260571,68.80793,55.973637,0.084,0.349
414,4.4322,0.8057,3.57,109.901303,110.529453,109.800128,109.197205,83.501297,53.692486,67.76899,36.508022,63.322182,68.820557,55.986557,0.084,0.349
415,4.4322,0.8057,3.57,109.901303,110.731657,109.698953,108.994659,83.427223,53.614967,67.76899,36.494473,63.234734,68.770058,55.921959,0.084,0.349
416,4.4322,0.806,3.57,109.800128,110.428352,109.800128,108.994659,83.476608,53.627888,67.693237,36.494473,63.312248,68.795311,55.960716,0.084,0.349
417,4.4322,0.8057,3.57,109.901303,110.428352,109.800128,108.994659,83.451912,53.640808,67.756363,36.494473,63.338089,68.80793,55.934879,0.084,0.349
418,4.4297,0.806,3.57,109.901303,110.428352,109.800128,108.994659,83.476608,53.627888,67.781616,36.494473,63.325169,68.858437,55.947796,0.084,0.349
419,1.7628,0.8548,1.51,109.901303,110.731657,109.800128,108.994659,83.365494,53.614967,67.731117,36.535122,63.286411,68.84581,55.909039,0.084,0.349
420,1.7604,0.8535,1.5,109.901303,110.731657,109.698953,108.994659,83.501297,53.614967,67.731117,36.508022,63.286411,68.795311,55.896118,0.084,0.349
421,1.7604,0.8529,1.5,109.901303,110.731657,109.800128,108.994659,83.488953,53.614967,67.731117,36.494473,63.338089,68.80793,55.883202,0.084,0.349
422,1.7604,0.8522,1.5,110.204828,110.731657,109.698953,109.197205,83.476608,53.640808,67.731117,36.548672,63.338089,68.795311,55.896118,0.084,0.349
423,1.7628,0.8519,1.5,110.204828,110.731657,109.800128,109.197205,83.427223,53.614967,67.693237,36.494473,63.325169,68.80793,55.857361,0.084,0.349
424,1.7604,0.8516,1.5,110.204828,110.731657,109.698953,108.994659,83.451912,53.640808,67.705864,36.548672,63.338089,68.858437,55.870281,0.084,0.349
425,1.7604,0.8512,1.5,110.204828,110.832759,109.698953,108.994659,83.464256,53.57621,67.693237,36.480923,63.338089,68.871063,55.870281,0.084,0.349
426,1.7628,0.8512,1.5,110.204828,110.832759,109.800128,108.994659,83.451912,53.653725,67.76899,36.535122,63.338089,68.871063,55.857361,0.084,0.349
427,1.7604,0.8509,1.5,110.204828,110.731657,109.800128,109.197205,83.464256,53.653725,67.80687,36.494473,63.325169,68.84581,55.831524,0.084,0.349
428,1.7628,0.8509,1.5,110.204828,110.731657,109.800128,109.197205,83.525986,53.679565,67.76899,36.521572,63.325169,68.858437,55.870281,0.084,0.349
429,1.7604,0.8506,1.5,110.508353,110.731657,109.698953,108.994659,83.464256,53.653725,67.794243,36.535122,63.376846,68.88369,55.831524,0.084,0.349
430,1.7604,0.8506,1.5,109.901303,110.529453,109.698953,108.994659,83.501297,53.679565,67.718491,36.521572,63.376846,68.908943,55.818604,0.084,0.349
431,1.7604,0.8503,1.5,109.901303,110.832759,109.800128,108.994659,83.476608,53.602047,67.693237,36.535122,63.312248,68.921562,55.754005,0.084,0.349
432,1.7604,0.85,1.5,109.901303,110.731657,109.800128,109.197205,83.377846,53.653725,67.705864,36.480923,63.312248,68.946815,55.766926,0.084,0.349
433,1.7604,0.8496,1.5,109.901303,110.731657,109.698953,109.197205,83.353149,53.602047,67.743736,36.548672,63.363926,68.908943,55.728165,0.084,0.349
434,1.7604,0.8496,1.5,110.103653,110.428352,109.698953,108.994659,83.451912,53.614967,67.756363,36.467373,63.312248,68.946815,55.728165,0.084,0.349
435,1.7604,0.8496,1.5,109.901303,110.428352,109.800128,109.197205,83.464256,53.614967,67.743736,36.494473,63.325169,68.934189,55.728165,0.084,0.349
436,1.7604,0.8496,1.5,109.901303,110.529453,109.800128,108.994659,83.525986,53.653725,67.756363,36.508022,63.325169,68.871063,55.702328,0.084,0.349
437,1.7604,0.8496,1.5,109.901303,110.428352,109.800128,108.994659,83.488953,53.640808,67.76899,36.521572,63.363926,68.921562,55.715248,0.084,0.349
438,1.7604,0.8496,1.5,109.901303,110.832759,109.800128,108.994659,83.427223,53.640808,67.718491,36.508022,63.338089,68.934189,55.66357,0.084,0.349
439,1.7628,0.849,1.5,109.901303,110.428352,109.800128,108.994659,83.451912,53.653725,67.743736,36.494473,63.363926,68.946815,55.702328,0.084,0.349
440,1.7604,0.8487,1.49,109.901303,110.529453,109.800128,109.197205,83.488953,53.627888,67.781616,36.521572,63.351009,68.946815,55.689407,0.084,0.349
441,1.7628,0.849,1.5,109.901303,110.428352,109.800128,108.994659,83.405022,53.672554,67.653206,36.457706,63.338089,68.938889,55.634422,0.084,0.349
442,1.7604,0.8487,1.49,110.103653,110.529453,109.698953,108.994659,83.476608,53.705402,67.731117,36.494473,63.376846,68.972069,55.66357,0.084,0.349
443,1.7628,0.8483,1.5,109.901303,110.529453,109.800128,108.994659,83.464256,53.666645,67.705864,36.535122,63.325169,68.921562,55.63773,0.084,0.349
444,1.7604,0.8483,1.49,110.103653,110.428352,109.800128,108.994659,83.513641,53.666645,67.705864,36.521572,63.348019,68.984695,55.63773,0.084,0.349
445,1.7628,0.8483,1.5,109.901303,110.529453,109.698953,109.197205,83.464256,53.666645,67.756363,36.521572,63.322182,68.984695,55.586052,0.084,0.349
446,1.7604,0.8483,1.49,110.103653,110.428352,109.698953,108.994659,83.501297,53.653725,67.743736,36.467373,63.283424,68.934189,55.586052,0.084,0.349
447,1.7604,0.8483,1.49,109.901303,110.731657,109.800128,108.994659,83.501297,53.640808,67.756363,36.508022,63.338089,68.959442,55.560211,0.084,0.349
448,1.7604,0.848,1.49,109.901303,110.832759,109.800128,109.197205,83.464256,53.666645,67.705864,36.508022,63.312248,68.972069,55.586052,0.084,0.349
449,1.7604,0.848,1.49,110.103653,110.731657,109.800128,108.994659,83.414879,53.627888,67.743736,36.521572,63.296341,68.972069,55.573132,0.083,0.349
450,1.7604,0.848,1.49,110.103653,110.529453,109.800128,108.994659,83.377846,53.602047,67.718491,36.508022,63.260571,68.921562,55.534374,0.084,0.349
451,1.7604,0.8477,1.49,110.204828,110.731657,109.698953,109.197205,83.377846,53.692486,67.718491,36.467373,63.338089,68.997322,55.495617,0.084,0.349
452,9.4872,0.7401,7.02,110.204828,110.832759,110.002478,108.994659,83.439568,53.614967,67.756363,36.467373,63.325169,68.959442,55.495617,0.126,0.527
453,9.4872,0.7488,7.1,110.306003,110.731657,110.002478,108.589569,83.451912,53.718323,67.76899,36.494473,63.38678,68.972069,55.469776,0.132,0.553
454,9.4872,0.7492,7.11,110.204828,110.832759,110.002478,108.893387,83.563019,53.679565,67.958382,36.494473,63.335102,69.022072,55.495617,0.133,0.553
455,9.4848,0.7505,7.12,110.103653,110.529453,110.103653,108.589569,83.513641,53.614967,67.983635,36.535122,63.338089,69.059105,56.378265,0.133,0.553
456,9.4848,0.7518,7.13,109.901303,110.529453,110.002478,108.792114,83.513641,53.679565,68.046761,36.494473,63.412617,69.059105,56.188877,0.133,0.553
457,9.4848,0.7291,6.92,109.901303,110.428352,110.204828,109.602295,83.525986,53.666645,68.072014,36.467373,63.348019,69.071449,56.062618,0.133,0.553
458,9.4848,0.7547,7.16,110.103653,110.428352,110.609528,109.298477,83.476608,53.653725,68.084641,36.494473,63.325169,68.997322,55.960716,0.133,0.553
459,9.4848,0.7566,7.18,109.901303,110.529453,110.204828,109.197205,83.575363,53.627888,68.059387,36.426723,63.351009,69.009727,55.909039,0.133,0.553
460,9.4848,0.7569,7.18,109.901303,110.428352,110.204828,108.792114,83.550674,53.627888,68.160393,36.453823,63.312248,69.022072,55.857361,0.133,0.553
461,9.4848,0.7569,7.18,109.901303,110.529453,110.103653,108.387024,83.550674,53.627888,68.160393,36.453823,63.351009,69.096146,55.857361,0.132,0.553
462,9.4848,0.7569,7.18,109.901303,110.428352,110.002478,108.387024,83.550674,53.627888,68.198273,36.480923,63.286411,69.059105,55.857361,0.133,0.553
463,9.4848,0.756,7.17,109.901303,110.529453,110.103653,108.589569,83.53833,53.640808,68.223526,36.480923,63.286411,69.046761,55.779842,0.133,0.553
464,9.4848,0.7563,7.17,109.901303,110.428352,110.002478,108.792114,83.60006,53.627888,68.210899,36.480923,63.312248,69.022072,55.779842,0.133,0.553
465,9.4872,0.7563,7.17,109.901303,110.529453,110.103653,108.387024,83.587715,53.627888,68.236153,36.440273,63.286411,69.046761,55.792763,0.133,0.553
466,9.4848,0.7569,7.18,109.901303,110.428352,110.103653,108.893387,83.563019,53.666645,68.198273,36.453823,63.286411,69.022072,55.754005,0.133,0.553
467,9.4848,0.7569,7.18,109.901303,110.428352,110.002478,108.792114,83.575363,53.705402,68.223526,36.480923,63.338089,68.997322,55.754005,0.133,0.553
468,9.4872,0.7572,7.18,110.103653,110.428352,110.103653,108.893387,83.575363,53.614967,68.274025,36.508022,63.325169,69.034416,55.754005,0.133,0.553
469,9.4872,0.7572,7.18,109.901303,110.529453,110.002478,108.893387,83.575363,53.614967,68.261398,36.480923,63.351009,69.022072,55.779842,0.133,0.553
470,9.4872,0.7572,7.18,109.901303,110.529453,110.002478,108.792114,83.612404,53.627888,68.248772,36.480923,63.363926,69.009727,55.728165,0.133,0.553
471,9.4848,0.7582,7.19,110.103653,110.529453,110.103653,108.893387,83.587715,53.666645,68.274025,36.508022,63.363926,69.022072,55.728165,0.133,0.553
472,9.4872,0.7576,7.19,109.901303,110.428352,110.002478,108.792114,83.612404,53.614967,68.210899,36.494473,63.312248,68.997322,55.728165,0.133,0.553
473,9.4872,0.7582,7.19,109.901303,110.428352,110.103653,108.792114,83.563019,53.653725,68.286652,36.480923,63.325169,68.997322,55.728165,0.133,0.553
474,9.4896,0.7582,7.2,109.901303,110.529453,110.103653,108.893387,83.575363,53.602047,68.311905,36.494473,63.373859,69.022072,55.741085,0.132,0.553
475,9.4848,0.7585,7.19,110.103653,110.428352,110.103653,108.792114,83.610107,53.732147,68.355362,36.493107,63.400669,69.058914,55.758614,0.133,0.553
476,9.4872,0.7585,7.2,109.901303,110.529453,110.002478,108.792114,83.649437,53.692486,68.261398,36.480923,63.312248,68.984695,55.792763,0.133,0.553
477,9.4872,0.7582,7.19,110.103653,110.529453,110.002478,108.792114,83.711166,53.640808,68.299278,36.453823,63.338089,69.009727,55.766926,0.133,0.553
478,9.4872,0.7585,7.2,110.103653,110.529453,110.103653,108.893387,83.661781,53.653725,68.274025,36.508022,63.360939,69.022072,55.779842,0.133,0.553
479,9.4872,0.7585,7.2,110.103653,110.428352,110.002478,108.792114,83.637093,53.679565,68.311905,36.535122,63.348019,69.009727,55.779842,0.133,0.553
480,9.4848,0.7589,7.2,109.901303,110.428352,110.002478,108.792114,83.711166,53.705402,68.311905,36.521572,63.360939,69.022072,55.779842,0.133,0.553
481,9.4848,0.7592,7.2,109.901303,110.428352,110.103653,108.792114,83.637093,53.640808,68.337158,36.521572,63.351009,68.972069,55.779842,0.133,0.553
482,9.4848,0.7595,7.2,110.103653,110.428352,110.002478,108.792114,83.624748,53.679565,68.349785,36.480923,63.389767,69.034416,55.766926,0.133,0.553
483,9.4872,0.7592,7.2,109.901303,110.529453,110.103653,108.792114,83.661781,53.627888,68.349785,36.467373,63.322182,68.997322,55.792763,0.133,0.553
484,9.4848,0.7595,7.2,109.901303,110.428352,110.002478,108.792114,83.612404,53.57621,68.324532,36.480923,63.338089,68.959442,55.779842,0.133,0.553
485,9.4848,0.7595,7.2,110.103653,110.529453,110.103653,108.792114,83.649437,53.614967,68.324532,36.453823,63.3997,68.984695,55.805683,0.133,0.553
486,9.4848,0.7595,7.2,109.901303,110.529453,110.002478,108.792114,83.57785,53.607956,68.309753,36.417057,63.338089,69.001976,55.724857,0.133,0.553
487,1.7604,0.859,1.51,110.204828,110.832759,110.002478,108.792114,83.590195,53.685474,68.259247,36.417057,63.338089,68.976768,55.737778,0.094,0.39
488,1.7604,0.8567,1.51,110.204828,110.832759,109.597778,108.083206,83.479088,53.620876,68.145615,36.403507,63.244663,68.989395,55.6861,0.084,0.35
489,1.7604,0.8554,1.51,110.204828,110.731657,109.294253,107.779388,83.528473,53.646717,68.132988,36.403507,63.325169,68.913635,55.776535,0.084,0.349
490,1.7628,0.8538,1.51,110.204828,110.731657,109.294253,108.083206,83.624748,53.679565,68.059387,36.467373,63.338089,68.921562,55.766926,0.084,0.349
491,1.7604,0.8519,1.5,110.204828,110.832759,109.395428,108.893387,83.53833,53.718323,68.109894,36.426723,63.376846,68.921562,55.741085,0.084,0.349
492,1.7628,0.8525,1.5,110.204828,110.731657,109.800128,108.994659,83.550674,53.666645,68.034134,36.508022,63.373859,68.858437,55.676487,0.084,0.349
493,1.7604,0.8532,1.5,110.204828,110.529453,109.800128,108.589569,83.491432,53.659634,67.994102,36.417057,63.348019,68.800003,55.582745,0.084,0.349
494,1.7604,0.8529,1.5,109.901303,110.529453,109.294253,108.589569,83.501297,53.640808,67.945755,36.467373,63.335102,68.833183,55.63773,0.084,0.349
495,1.7604,0.8525,1.5,110.204828,110.731657,109.294253,108.589569,83.501297,53.679565,68.034134,36.467373,63.351009,68.896317,55.66357,0.084,0.349
496,1.7604,0.8506,1.5,109.901303,110.832759,109.597778,108.994659,83.405022,53.672554,67.994102,36.389957,63.335102,68.875763,55.582745,0.084,0.349
497,1.7604,0.8512,1.5,109.901303,110.529453,109.800128,108.994659,83.476608,53.640808,68.008881,36.521572,63.376846,68.921562,55.63773,0.084,0.349
498,1.7628,0.8512,1.5,109.901303,110.731657,109.800128,108.994659,83.550674,53.640808,68.021507,36.440273,63.351009,68.921562,55.611889,0.084,0.349
499,1.758,0.8516,1.5,109.901303,110.529453,109.800128,108.893387,83.575363,53.627888,68.021507,36.480923,63.360939,68.858437,55.547295,0.084,0.349
500,1.7628,0.8519,1.5,109.901303,110.529453,109.597778,108.083206,83.53833,53.692486,68.046761,36.467373,63.360939,68.921562,55.586052,0.084,0.349
501,1.7604,0.8509,1.5,109.901303,110.529453,109.294253,108.387024,83.488953,53.653725,67.933128,36.467373,63.360939,68.959442,55.586052,0.084,0.349
502,1.7604,0.8493,1.5,109.901303,110.428352,109.698953,108.994659,83.439568,53.679565,67.971008,36.440273,63.335102,68.946815,55.611889,0.084,0.349
503,1.7604,0.85,1.5,110.103653,110.428352,109.800128,109.197205,83.513641,53.653725,68.008881,36.453823,63.373859,68.921562,55.573132,0.084,0.349
504,1.7604,0.85,1.5,110.103653,110.731657,110.002478,108.994659,83.536034,53.796745,68.064964,36.520206,63.488117,68.971878,55.538982,0.084,0.349
505,1.7604,0.8503,1.5,109.901303,110.832759,110.103653,108.994659,83.488953,53.692486,67.945755,36.494473,63.348019,68.934189,55.534374,0.084,0.349
506,1.7604,0.8506,1.5,110.103653,110.731657,109.800128,108.589569,83.548378,53.69339,67.976585,36.466007,63.43644,68.971878,55.551903,0.084,0.349
507,1.7604,0.8503,1.5,110.103653,110.529453,109.294253,108.083206,83.536034,53.745068,68.014465,36.466007,63.410603,69.021881,55.564819,0.084,0.349
508,1.7604,0.8487,1.49,110.103653,110.731657,109.597778,108.994659,83.597763,53.732147,68.027092,36.493107,63.43644,69.108299,55.616497,0.084,0.349
509,1.7604,0.8487,1.49,110.103653,110.731657,109.800128,109.298477,83.523689,53.706306,67.963959,36.493107,63.43644,69.034225,55.526062,0.084,0.349
510,1.7604,0.8493,1.5,110.204828,110.832759,110.002478,109.39975,83.474312,53.719227,68.064964,36.438908,63.423519,68.971878,55.500221,0.084,0.349
511,1.7604,0.849,1.49,110.204828,110.428352,110.103653,109.298477,83.511345,53.719227,67.976585,36.466007,63.423519,68.896118,55.526062,0.084,0.349
512,1.7604,0.849,1.49,109.901303,110.731657,110.002478,109.298477,83.563019,53.705402,67.945755,36.426723,63.38678,68.984695,55.482697,0.084,0.349
513,1.7604,0.849,1.49,110.204828,110.731657,110.002478,109.298477,83.499001,53.719227,68.027092,36.452457,63.410603,68.946625,55.409786,0.084,0.349
514,1.7604,0.8493,1.5,110.204828,110.832759,110.002478,109.39975,83.511345,53.706306,68.052345,36.479557,63.410603,69.021881,55.461464,0.084,0.349
515,1.7628,0.849,1.5,109.901303,110.832759,110.002478,109.298477,83.387894,53.706306,68.039719,36.438908,63.397682,69.071266,55.422707,0.084,0.349
516,1.7604,0.8483,1.49,109.901303,110.428352,110.103653,109.298477,83.474312,53.654629,68.064964,36.479557,63.333084,69.021881,55.461464,0.084,0.349
517,1.7604,0.8487,1.49,109.901303,110.731657,110.103653,109.39975,83.536034,53.68047,68.014465,36.493107,63.410603,69.009537,55.435627,0.083,0.349
518,1.7628,0.8483,1.5,109.901303,110.529453,110.103653,109.197205,83.548378,53.667549,67.976585,36.493107,63.423519,69.058914,55.409786,0.084,0.349
519,1.7604,0.8483,1.49,109.901303,110.428352,110.002478,109.298477,83.511345,53.732147,68.027092,36.479557,63.346004,69.021881,55.409786,0.084,0.349
520,1.7604,0.848,1.49,109.901303,110.428352,110.002478,109.298477,83.400238,53.69339,67.976585,36.425358,63.307243,69.009537,55.409786,0.084,0.349
521,1.7604,0.848,1.49,110.103653,110.428352,110.103653,109.197205,83.523689,53.719227,68.027092,36.398258,63.43644,69.021881,55.409786,0.084,0.349
522,1.7604,0.848,1.49,109.901303,110.428352,110.002478,109.298477,83.486656,53.757988,67.976585,36.411808,63.371841,69.083611,55.358109,0.084,0.349
523,1.7628,0.849,1.5,109.901303,110.428352,109.698953,108.387024,83.437271,53.69339,67.976585,36.466007,63.397682,69.034225,55.409786,0.084,0.349
524,1.7604,0.8483,1.49,109.901303,110.529453,109.597778,108.184478,83.326164,53.68047,67.963959,36.466007,63.307243,69.095955,55.332268,0.084,0.349
525,1.7604,0.8461,1.49,109.901303,110.529453,109.800128,108.994659,83.523689,53.745068,68.001839,36.425358,63.410603,69.132988,55.383949,0.084,0.349
526,1.7604,0.8474,1.49,109.901303,110.428352,110.103653,109.197205,83.486656,53.706306,68.014465,36.466007,63.423519,69.04657,55.345188,0.084,0.349
527,1.7628,0.8474,1.49,110.103653,110.731657,110.002478,109.298477,83.523689,53.732147,68.027092,36.425358,63.423519,69.021881,55.254753,0.084,0.349
528,1.7604,0.8474,1.49,109.901303,110.731657,110.103653,109.298477,83.400238,53.641712,68.001839,36.398258,63.384762,69.009537,55.241833,0.084,0.349
529,1.7604,0.8474,1.49,110.103653,110.832759,110.103653,109.298477,83.46196,53.68047,67.976585,36.452457,63.384762,69.071266,55.254753,0.084,0.349
530,1.7604,0.8474,1.49,109.901303,110.731657,110.103653,109.298477,83.536034,53.69339,67.951332,36.425358,63.384762,69.058914,55.241833,0.084,0.349
531,1.7604,0.8474,1.49,109.901303,110.731657,110.002478,109.39975,83.499001,53.732147,67.951332,36.411808,63.320164,69.071266,55.228912,0.084,0.349
532,1.7604,0.8474,1.49,110.204828,110.731657,110.002478,109.298477,83.449615,53.719227,68.014465,36.411808,63.410603,69.071266,55.215996,0.084,0.349
533,1.758,0.8474,1.49,110.103653,110.731657,110.002478,109.39975,83.474312,53.719227,67.976585,36.411808,63.384762,69.083611,55.228912,0.084,0.349
534,14.8139,0.6975,10.33,110.609528,110.93386,110.508353,108.994659,83.536034,53.732147,68.039719,36.411808,63.346004,69.04657,55.267673,0.19,0.797
535,14.8139,0.6997,10.37,110.913053,110.93386,111.317753,109.298477,83.548378,53.706306,68.191223,36.438908,63.410603,69.120644,55.29351,0.207,0.862
536,14.8139,0.7049,10.44,110.913053,110.93386,111.418928,109.298477,83.523689,53.732147,68.544754,36.438908,63.44936,69.256439,55.28059,0.207,0.864
537,14.8163,0.7081,10.49,110.913053,111.237165,111.418928,109.298477,83.548378,53.641712,68.708885,36.452457,63.397682,69.305824,55.345188,0.207,0.864
538,14.8139,0.7098,10.51,110.609528,111.237165,111.621278,109.298477,83.585419,53.69339,68.822517,36.438908,63.397682,69.281136,55.319351,0.207,0.864
539,14.8163,0.7114,10.54,110.609528,111.136064,111.621278,109.298477,83.548378,53.706306,68.860397,36.425358,63.320164,69.281136,55.409786,0.207,0.864
540,14.8163,0.7127,10.56,110.609528,110.93386,111.924802,109.298477,83.597763,53.732147,68.898277,36.452457,63.423519,69.268791,55.383949,0.207,0.864
541,14.8187,0.7136,10.58,110.609528,110.731657,111.621278,109.298477,83.622452,53.69339,68.885651,36.479557,63.346004,69.256439,55.461464,0.207,0.864
542,14.8163,0.7146,10.59,110.609528,110.832759,111.722452,109.298477,83.610107,53.641712,68.93615,36.438908,63.333084,69.219406,55.474384,0.207,0.864
543,14.8187,0.7153,10.6,110.609528,110.832759,111.722452,109.298477,83.647141,53.68047,68.93615,36.425358,63.333084,69.244095,55.500221,0.207,0.864
544,14.8187,0.7162,10.61,110.609528,110.832759,111.722452,109.298477,83.647141,53.667549,68.999283,36.371162,63.346004,69.170029,55.487305,0.207,0.864
545,14.8187,0.7165,10.62,110.609528,110.731657,111.722452,109.39975,83.622452,53.641712,69.023987,36.452457,63.371841,69.182373,55.513142,0.207,0.864
546,14.8139,0.7169,10.62,110.710703,110.832759,111.722452,109.39975,83.733559,53.628792,69.011642,36.398258,63.371841,69.23175,55.59066,0.207,0.864
547,14.8187,0.7175,10.63,110.306003,110.731657,111.418928,109.197205,83.647141,53.641712,68.961403,36.425358,63.346004,69.170029,55.57774,0.207,0.864
548,14.8163,0.7178,10.64,110.204828,110.529453,111.418928,108.994659,83.671837,53.615871,69.048676,36.479557,63.384762,69.157677,55.59066,0.207,0.864
549,14.8163,0.7182,10.64,110.710703,110.428352,111.418928,109.298477,83.721214,53.628792,69.011642,36.452457,63.410603,69.157677,55.616497,0.207,0.864
550,14.8163,0.7188,10.65,110.204828,110.731657,111.418928,108.994659,83.731071,53.66164,69.087822,36.516323,63.333084,69.140739,55.697323,0.207,0.864
551,14.8163,0.7185,10.65,110.204828,110.832759,111.418928,108.994659,83.671837,53.68047,69.011642,36.466007,63.346004,69.132988,55.694016,0.207,0.863
552,14.8163,0.7188,10.65,110.609528,110.832759,111.418928,108.994659,83.696526,53.654629,69.036331,36.479557,63.371841,69.132988,55.668175,0.207,0.864
553,14.8163,0.7191,10.65,110.204828,110.428352,111.418928,108.994659,83.733559,53.667549,69.073372,36.411808,63.384762,69.120644,55.694016,0.207,0.863
554,10.377,0.7611,7.9,110.103653,110.529453,111.216578,108.994659,83.718727,53.64872,69.038437,36.502773,63.307243,69.116051,55.787758,0.153,0.639
555,10.3794,0.7592,7.88,110.103653,110.428352,110.508353,108.792114,83.622452,53.68047,68.93615,36.466007,63.355934,69.083611,55.784451,0.145,0.606
556,10.377,0.7579,7.86,109.800128,110.529453,110.508353,108.893387,83.733559,53.654629,68.835144,36.425358,63.346004,69.04657,55.771534,0.145,0.605
557,10.377,0.7572,7.86,109.800128,110.32725,110.204828,108.792114,83.634796,53.628792,68.809891,36.438908,63.346004,69.009537,55.745693,0.145,0.605
558,10.377,0.7566,7.85,109.597778,110.32725,110.508353,108.589569,83.70887,53.667549,68.746765,36.438908,63.333084,69.009537,55.771534,0.145,0.605
559,10.377,0.7563,7.85,109.597778,110.125047,110.204828,108.387024,83.610107,53.628792,68.734138,36.438908,63.333084,69.009537,55.732773,0.145,0.605
560,10.377,0.7563,7.85,109.800128,110.32725,110.204828,108.387024,83.622452,53.706306,68.708885,36.425358,63.371841,68.959251,55.745693,0.145,0.605
561,10.377,0.756,7.84,109.597778,110.125047,110.407178,108.589569,83.731071,53.674561,68.748917,36.448574,63.371841,68.979805,55.826519,0.145,0.605
562,10.377,0.756,7.84,109.800128,110.32725,110.103653,108.589569,83.634796,53.69339,68.696259,36.506657,63.333084,69.021881,55.771534,0.145,0.605
563,10.377,0.7556,7.84,109.597778,110.32725,110.002478,108.589569,83.70887,53.641712,68.759392,36.438908,63.333084,68.959251,55.797371,0.145,0.605
564,10.377,0.7553,7.84,109.597778,110.023945,110.002478,108.589569,83.659485,53.667549,68.772018,36.466007,63.371841,68.959251,55.797371,0.145,0.605
565,10.3794,0.7553,7.84,109.800128,109.922843,110.002478,108.589569,83.721214,53.69339,68.721512,36.479557,63.346004,68.971878,55.810291,0.145,0.605
566,10.377,0.7553,7.84,109.597778,110.32725,110.002478,108.589569,83.659485,53.641712,68.721512,36.493107,63.410603,68.984505,55.823212,0.145,0.605
567,10.3794,0.755,7.84,109.800128,110.32725,110.002478,108.387024,83.634796,53.667549,68.721512,36.493107,63.371841,68.984505,55.797371,0.145,0.605
568,10.377,0.7553,7.84,109.597778,110.125047,110.002478,108.589569,83.721214,53.641712,68.721512,36.466007,63.410603,68.997124,55.836128,0.145,0.605
569,10.3794,0.7553,7.84,109.597778,110.32725,109.800128,108.184478,83.721214,53.641712,68.708885,36.438908,63.423519,68.971878,55.810291,0.145,0.605
570,10.377,0.755,7.83,109.597778,110.32725,110.002478,108.083206,83.622452,53.641712,68.708885,36.479557,63.333084,68.946625,55.732773,0.145,0.605
571,10.377,0.755,7.83,109.597778,110.125047,109.800128,108.083206,83.721214,53.68047,68.671013,36.438908,63.397682,68.959251,55.836128,0.145,0.605
572,10.377,0.755,7.83,109.597778,110.32725,109.800128,108.589569,83.659485,53.667549,68.696259,36.466007,63.384762,68.908745,55.823212,0.145,0.605
573,10.3794,0.755,7.84,109.597778,110.125047,109.698953,108.083206,83.696526,53.667549,68.721512,36.479557,63.384762,68.959251,55.861969,0.145,0.605
574,10.377,0.7547,7.83,109.597778,110.32725,109.800128,108.589569,83.745903,53.667549,68.734138,36.466007,63.371841,68.959251,55.836128,0.145,0.605
