Date_Time,Cell13,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:43:23,0.073,0.073,Cell13
2022-10-10 13:15:55,0.072,0.072,Cell13
2022-10-10 13:17:35,0.903,0.903,Cell13
