Date_Time,Cell95,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:31:28,0.016,0.016,Cell95
2022-10-10 12:31:32,0.014,0.014,Cell95
2022-10-10 12:44:52,0.629,0.629,Cell95
2022-10-10 13:02:37,0.026,0.026,Cell95
2022-10-10 13:02:44,0.025,0.025,Cell95
2022-10-10 13:34:33,0.063,0.063,Cell95
2022-10-10 13:35:24,0.023,0.023,Cell95
2022-10-10 13:48:59,0.064,0.064,Cell95
