Date_Time,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 13:34:39,0.051,Cell3
2022-10-10 13:34:43,0.045,Cell3
2022-10-10 13:34:49,0.039,Cell3
2022-10-10 13:34:52,0.037,Cell3
2022-10-10 13:34:54,0.032,Cell3
2022-10-10 13:35:05,0.029,Cell3
2022-10-10 13:35:10,0.028,Cell3
2022-10-10 13:35:11,0.028,Cell3
2022-10-10 13:35:13,0.028,Cell3
2022-10-10 13:35:16,0.026,Cell3
2022-10-10 13:35:19,0.025,Cell3
2022-10-10 13:35:21,0.025,Cell3
2022-10-10 13:35:27,0.023,Cell3
2022-10-10 13:36:01,0.018,Cell3
2022-10-10 13:36:03,0.017,Cell3
2022-10-10 13:36:30,0.015,Cell3
2022-10-10 13:36:32,0.014,Cell3
2022-10-10 13:38:02,0.01,Cell3
2022-10-10 13:38:03,0.01,Cell3
2022-10-10 13:38:04,0.011,Cell3
2022-10-10 13:38:14,0.01,Cell3
2022-10-10 13:38:15,0.01,Cell3
2022-10-10 13:38:20,0.009,Cell3
2022-10-10 13:38:25,0.01,Cell3
2022-10-10 13:38:26,0.009,Cell3
2022-10-10 13:38:45,0.009,Cell3
2022-10-10 13:48:17,0.074,Cell3
2022-10-10 13:48:40,0.07,Cell3
2022-10-10 13:48:57,0.065,Cell3
2022-10-10 13:49:05,0.062,Cell3
2022-10-10 13:49:42,0.046,Cell3
2022-10-10 13:49:44,0.045,Cell3
2022-10-10 13:49:49,0.043,Cell3
2022-10-10 13:50:50,0.963,Cell3
2022-10-10 13:59:57,0.512,Cell3
2022-10-10 14:03:23,0.731,Cell3
2022-10-10 14:03:24,0.731,Cell3
2022-10-10 14:03:28,0.728,Cell3
2022-10-10 14:03:30,0.726,Cell3
2022-10-10 14:03:31,0.728,Cell3
2022-10-10 14:03:40,0.725,Cell3
2022-10-10 14:04:01,0.724,Cell3
2022-10-10 14:04:02,0.724,Cell3
2022-10-10 14:05:38,0.96,Cell3
2022-10-10 14:05:53,0.944,Cell3
2022-10-10 14:05:55,0.941,Cell3
2022-10-10 14:05:57,0.939,Cell3
2022-10-10 14:06:00,0.939,Cell3
2022-10-10 14:06:09,0.929,Cell3
2022-10-10 14:06:12,0.927,Cell3
2022-10-10 14:06:16,0.924,Cell3
2022-10-10 14:06:17,0.923,Cell3
2022-10-10 14:06:19,0.922,Cell3
2022-10-10 14:06:20,0.921,Cell3
2022-10-10 14:06:23,0.918,Cell3
2022-10-10 14:06:24,0.918,Cell3
2022-10-10 14:06:25,0.918,Cell3
2022-10-10 14:06:59,0.781,Cell3
2022-10-10 14:07:15,0.767,Cell3
2022-10-10 14:07:17,0.763,Cell3
2022-10-10 14:07:34,0.74,Cell3
2022-10-10 14:07:41,0.727,Cell3
2022-10-10 14:11:57,0.74,Cell3
2022-10-10 14:12:01,0.739,Cell3
2022-10-10 14:12:03,0.739,Cell3
2022-10-10 14:12:09,0.737,Cell3
2022-10-10 14:12:23,0.736,Cell3
2022-10-10 14:12:33,0.736,Cell3
2022-10-10 14:24:04,0.698,Cell3
2022-10-10 14:24:52,0.642,Cell3
2022-10-10 14:24:56,0.643,Cell3
2022-10-10 14:40:38,0.958,Cell3
2022-10-10 14:41:07,0.958,Cell3
2022-10-10 14:41:21,0.95,Cell3
2022-10-10 14:41:50,0.925,Cell3
2022-10-10 14:42:47,0.792,Cell3
2022-10-10 14:43:05,0.791,Cell3
2022-10-10 14:43:56,0.942,Cell3
