Date_Time,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 14:20:45,0.698,Cell93
2022-10-10 14:20:46,0.699,Cell93
2022-10-10 14:20:47,0.699,Cell93
2022-10-10 14:20:48,0.698,Cell93
2022-10-10 14:20:50,0.698,Cell93
2022-10-10 14:20:51,0.698,Cell93
2022-10-10 14:20:52,0.698,Cell93
2022-10-10 14:20:53,0.696,Cell93
2022-10-10 14:20:54,0.697,Cell93
2022-10-10 14:20:55,0.696,Cell93
2022-10-10 14:20:56,0.698,Cell93
2022-10-10 14:20:57,0.697,Cell93
2022-10-10 14:20:58,0.695,Cell93
2022-10-10 14:20:59,0.695,Cell93
2022-10-10 14:21:00,0.697,Cell93
2022-10-10 14:21:01,0.696,Cell93
2022-10-10 14:21:03,0.695,Cell93
2022-10-10 14:21:04,0.696,Cell93
2022-10-10 14:21:06,0.695,Cell93
2022-10-10 14:21:07,0.695,Cell93
2022-10-10 14:21:08,0.694,Cell93
2022-10-10 14:21:09,0.695,Cell93
2022-10-10 14:21:10,0.693,Cell93
2022-10-10 14:21:11,0.692,Cell93
2022-10-10 14:21:12,0.698,Cell93
2022-10-10 14:21:13,0.696,Cell93
2022-10-10 14:25:39,0.641,Cell93
2022-10-10 14:25:40,0.641,Cell93
2022-10-10 14:25:41,0.643,Cell93
2022-10-10 14:25:48,0.645,Cell93
2022-10-10 14:35:37,0.587,Cell93
2022-10-10 14:35:38,0.59,Cell93
2022-10-10 14:36:10,0.59,Cell93
2022-10-10 14:36:56,0.59,Cell93
