Date_Time,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 14:04:47,0.721,Cell9
2022-10-10 14:04:48,0.722,Cell9
2022-10-10 14:04:51,0.721,Cell9
2022-10-10 14:04:55,0.721,Cell9
2022-10-10 14:04:56,0.721,Cell9
2022-10-10 14:04:57,0.721,Cell9
2022-10-10 14:04:58,0.721,Cell9
2022-10-10 14:05:01,0.723,Cell9
2022-10-10 14:05:03,0.721,Cell9
2022-10-10 14:05:06,0.72,Cell9
2022-10-10 14:05:08,0.721,Cell9
2022-10-10 14:05:11,0.72,Cell9
2022-10-10 14:05:13,0.72,Cell9
2022-10-10 14:07:02,0.779,Cell9
2022-10-10 14:07:10,0.773,Cell9
2022-10-10 14:07:19,0.762,Cell9
2022-10-10 14:07:25,0.751,Cell9
2022-10-10 14:07:27,0.75,Cell9
2022-10-10 14:07:29,0.748,Cell9
2022-10-10 14:07:31,0.742,Cell9
2022-10-10 14:07:32,0.742,Cell9
2022-10-10 14:07:33,0.741,Cell9
2022-10-10 14:07:35,0.735,Cell9
2022-10-10 14:07:36,0.734,Cell9
2022-10-10 14:07:37,0.735,Cell9
2022-10-10 14:07:40,0.731,Cell9
2022-10-10 14:07:42,0.725,Cell9
2022-10-10 14:07:45,0.721,Cell9
2022-10-10 14:12:06,0.736,Cell9
2022-10-10 14:12:10,0.738,Cell9
2022-10-10 14:12:21,0.736,Cell9
2022-10-10 14:12:28,0.736,Cell9
2022-10-10 14:12:30,0.736,Cell9
2022-10-10 14:12:39,0.734,Cell9
2022-10-10 14:18:40,0.748,Cell9
2022-10-10 14:18:41,0.749,Cell9
2022-10-10 14:18:44,0.748,Cell9
2022-10-10 14:18:44,0.748,Cell9
2022-10-10 14:18:45,0.742,Cell9
2022-10-10 14:18:47,0.743,Cell9
2022-10-10 14:18:48,0.74,Cell9
2022-10-10 14:18:51,0.739,Cell9
2022-10-10 14:18:53,0.737,Cell9
2022-10-10 14:18:56,0.735,Cell9
2022-10-10 14:18:57,0.734,Cell9
2022-10-10 14:19:07,0.724,Cell9
2022-10-10 14:23:59,0.704,Cell9
2022-10-10 14:24:02,0.704,Cell9
2022-10-10 14:24:53,0.642,Cell9
2022-10-10 14:25:02,0.643,Cell9
2022-10-10 14:25:12,0.643,Cell9
2022-10-10 14:26:07,0.644,Cell9
2022-10-10 14:29:24,0.623,Cell9
2022-10-10 14:29:25,0.622,Cell9
2022-10-10 14:29:33,0.621,Cell9
2022-10-10 14:30:30,0.624,Cell9
2022-10-10 14:30:31,0.625,Cell9
2022-10-10 14:30:34,0.623,Cell9
2022-10-10 14:30:37,0.624,Cell9
2022-10-10 14:32:11,0.625,Cell9
2022-10-10 14:32:13,0.623,Cell9
2022-10-10 14:34:01,0.624,Cell9
2022-10-10 14:34:29,0.626,Cell9
2022-10-10 14:34:44,0.625,Cell9
2022-10-10 14:35:48,0.588,Cell9
2022-10-10 14:36:56,0.589,Cell9
2022-10-10 14:36:57,0.59,Cell9
2022-10-10 14:37:11,0.587,Cell9
2022-10-10 14:40:12,0.587,Cell9
2022-10-10 14:42:25,0.845,Cell9
2022-10-10 14:43:13,0.791,Cell9
2022-10-10 14:43:18,0.79,Cell9
2022-10-10 14:43:25,0.791,Cell9
2022-10-10 14:43:26,0.792,Cell9
