Date_Time,Cell28,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:31:43,0.015,0.015,Cell28
2022-10-10 12:44:36,0.042,0.042,Cell28
2022-10-10 13:03:28,0.018,0.018,Cell28
2022-10-10 13:04:05,0.014,0.014,Cell28
2022-10-10 13:16:54,0.048,0.048,Cell28
2022-10-10 13:17:04,0.043,0.043,Cell28
2022-10-10 13:35:43,0.019,0.019,Cell28
2022-10-10 13:38:52,0.008,0.008,Cell28
2022-10-10 13:49:00,0.064,0.064,Cell28
2022-10-10 13:49:04,0.063,0.063,Cell28
2022-10-10 13:50:06,0.034,0.034,Cell28
