Date_Time,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 12:45:33,0.957,Cell1
2022-10-10 12:45:35,0.957,Cell1
2022-10-10 12:45:36,0.958,Cell1
2022-10-10 12:48:59,0.657,Cell1
2022-10-10 12:49:02,0.652,Cell1
2022-10-10 12:49:04,0.648,Cell1
2022-10-10 12:49:05,0.646,Cell1
2022-10-10 12:49:07,0.639,Cell1
2022-10-10 12:49:09,0.635,Cell1
2022-10-10 12:49:10,0.631,Cell1
2022-10-10 12:49:11,0.628,Cell1
2022-10-10 12:49:12,0.629,Cell1
2022-10-10 12:49:13,0.624,Cell1
2022-10-10 12:49:15,0.623,Cell1
2022-10-10 12:49:16,0.62,Cell1
2022-10-10 12:49:17,0.62,Cell1
2022-10-10 12:49:18,0.617,Cell1
2022-10-10 12:49:19,0.616,Cell1
2022-10-10 12:49:20,0.607,Cell1
2022-10-10 12:49:21,0.606,Cell1
2022-10-10 12:49:22,0.601,Cell1
2022-10-10 12:49:23,0.603,Cell1
2022-10-10 12:49:24,0.596,Cell1
2022-10-10 12:49:25,0.594,Cell1
2022-10-10 12:49:27,0.586,Cell1
2022-10-10 12:49:28,0.588,Cell1
2022-10-10 12:49:29,0.582,Cell1
2022-10-10 12:49:30,0.582,Cell1
2022-10-10 12:49:31,0.578,Cell1
2022-10-10 12:49:32,0.579,Cell1
2022-10-10 12:49:33,0.568,Cell1
2022-10-10 12:49:35,0.573,Cell1
2022-10-10 12:49:36,0.563,Cell1
2022-10-10 12:49:37,0.565,Cell1
2022-10-10 12:49:38,0.557,Cell1
2022-10-10 12:49:39,0.56,Cell1
2022-10-10 12:49:40,0.557,Cell1
2022-10-10 12:49:41,0.563,Cell1
2022-10-10 12:57:54,0.944,Cell1
2022-10-10 12:57:55,0.945,Cell1
2022-10-10 12:57:56,0.943,Cell1
2022-10-10 12:58:06,0.945,Cell1
2022-10-10 12:58:11,0.942,Cell1
2022-10-10 12:58:12,0.943,Cell1
2022-10-10 12:58:13,0.939,Cell1
2022-10-10 12:58:19,0.933,Cell1
2022-10-10 12:58:20,0.93,Cell1
2022-10-10 12:58:21,0.932,Cell1
2022-10-10 12:58:27,0.923,Cell1
2022-10-10 12:58:28,0.922,Cell1
2022-10-10 12:58:29,0.922,Cell1
2022-10-10 12:58:33,0.914,Cell1
2022-10-10 12:58:34,0.912,Cell1
2022-10-10 12:58:39,0.902,Cell1
2022-10-10 12:59:15,0.845,Cell1
2022-10-10 12:59:18,0.842,Cell1
2022-10-10 12:59:30,0.825,Cell1
2022-10-10 12:59:32,0.823,Cell1
2022-10-10 13:01:36,0.133,Cell1
2022-10-10 13:02:01,0.057,Cell1
2022-10-10 13:02:02,0.057,Cell1
2022-10-10 13:02:04,0.053,Cell1
2022-10-10 13:02:06,0.05,Cell1
2022-10-10 13:02:08,0.046,Cell1
2022-10-10 13:02:09,0.045,Cell1
2022-10-10 13:02:13,0.04,Cell1
2022-10-10 13:02:17,0.038,Cell1
2022-10-10 13:02:19,0.036,Cell1
2022-10-10 13:02:27,0.031,Cell1
2022-10-10 13:02:32,0.029,Cell1
2022-10-10 13:02:33,0.028,Cell1
2022-10-10 13:02:36,0.028,Cell1
2022-10-10 13:02:39,0.027,Cell1
2022-10-10 13:02:43,0.025,Cell1
2022-10-10 13:02:46,0.025,Cell1
2022-10-10 13:02:47,0.025,Cell1
2022-10-10 13:03:11,0.02,Cell1
2022-10-10 13:03:12,0.019,Cell1
2022-10-10 13:03:24,0.018,Cell1
2022-10-10 13:03:30,0.017,Cell1
2022-10-10 13:03:31,0.018,Cell1
2022-10-10 13:03:54,0.015,Cell1
2022-10-10 13:04:12,0.014,Cell1
2022-10-10 13:15:24,0.016,Cell1
2022-10-10 13:15:25,0.029,Cell1
2022-10-10 13:15:26,0.042,Cell1
2022-10-10 13:15:27,0.053,Cell1
2022-10-10 13:15:34,0.076,Cell1
2022-10-10 13:15:38,0.077,Cell1
2022-10-10 13:15:39,0.076,Cell1
2022-10-10 13:15:43,0.076,Cell1
2022-10-10 13:15:53,0.073,Cell1
2022-10-10 13:16:07,0.068,Cell1
2022-10-10 13:16:08,0.067,Cell1
2022-10-10 13:16:10,0.068,Cell1
2022-10-10 13:16:16,0.065,Cell1
2022-10-10 13:16:20,0.064,Cell1
2022-10-10 13:16:37,0.056,Cell1
2022-10-10 13:16:40,0.054,Cell1
2022-10-10 13:16:59,0.046,Cell1
2022-10-10 13:17:00,0.045,Cell1
2022-10-10 13:17:08,0.039,Cell1
2022-10-10 13:17:10,0.039,Cell1
2022-10-10 13:17:14,0.037,Cell1
2022-10-10 13:17:28,0.047,Cell1
2022-10-10 13:17:29,0.086,Cell1
2022-10-10 13:17:30,0.158,Cell1
2022-10-10 13:17:31,0.557,Cell1
2022-10-10 13:17:33,0.888,Cell1
2022-10-10 13:17:34,0.888,Cell1
2022-10-10 13:17:42,0.946,Cell1
2022-10-10 13:17:45,0.952,Cell1
2022-10-10 13:17:48,0.957,Cell1
2022-10-10 13:17:49,0.957,Cell1
2022-10-10 13:17:50,0.957,Cell1
2022-10-10 13:17:52,0.957,Cell1
2022-10-10 13:17:58,0.958,Cell1
2022-10-10 13:17:59,0.96,Cell1
2022-10-10 13:18:02,0.959,Cell1
2022-10-10 13:18:03,0.96,Cell1
2022-10-10 13:18:09,0.958,Cell1
2022-10-10 13:18:14,0.958,Cell1
2022-10-10 13:18:16,0.958,Cell1
2022-10-10 13:18:17,0.957,Cell1
2022-10-10 13:18:18,0.838,Cell1
2022-10-10 13:18:19,0.83,Cell1
2022-10-10 13:18:22,0.83,Cell1
2022-10-10 13:18:23,0.829,Cell1
2022-10-10 13:18:24,0.831,Cell1
2022-10-10 13:18:27,0.831,Cell1
2022-10-10 13:18:28,0.83,Cell1
2022-10-10 13:18:31,0.83,Cell1
2022-10-10 13:18:32,0.83,Cell1
2022-10-10 13:18:36,0.829,Cell1
2022-10-10 13:18:42,0.828,Cell1
2022-10-10 13:18:46,0.828,Cell1
2022-10-10 13:18:47,0.828,Cell1
2022-10-10 13:18:48,0.828,Cell1
2022-10-10 13:19:12,0.825,Cell1
2022-10-10 13:19:14,0.825,Cell1
2022-10-10 13:19:16,0.825,Cell1
2022-10-10 13:20:08,0.784,Cell1
2022-10-10 13:20:17,0.778,Cell1
2022-10-10 13:20:18,0.775,Cell1
2022-10-10 13:20:19,0.776,Cell1
2022-10-10 13:20:20,0.776,Cell1
2022-10-10 13:20:34,0.763,Cell1
2022-10-10 13:22:17,0.637,Cell1
2022-10-10 13:22:22,0.625,Cell1
2022-10-10 13:22:23,0.619,Cell1
2022-10-10 13:22:24,0.619,Cell1
2022-10-10 13:22:26,0.614,Cell1
2022-10-10 13:22:27,0.611,Cell1
2022-10-10 13:22:28,0.61,Cell1
2022-10-10 13:22:29,0.606,Cell1
2022-10-10 13:22:30,0.607,Cell1
2022-10-10 13:22:31,0.603,Cell1
2022-10-10 13:22:32,0.601,Cell1
2022-10-10 13:22:33,0.596,Cell1
2022-10-10 13:22:34,0.596,Cell1
2022-10-10 13:22:35,0.593,Cell1
2022-10-10 13:22:36,0.592,Cell1
2022-10-10 13:22:37,0.588,Cell1
2022-10-10 13:22:38,0.584,Cell1
2022-10-10 13:22:39,0.584,Cell1
2022-10-10 13:22:40,0.585,Cell1
2022-10-10 13:22:41,0.579,Cell1
2022-10-10 13:22:42,0.582,Cell1
2022-10-10 13:22:43,0.582,Cell1
2022-10-10 13:22:44,0.581,Cell1
2022-10-10 13:22:45,0.58,Cell1
2022-10-10 13:22:46,0.581,Cell1
2022-10-10 13:22:47,0.584,Cell1
2022-10-10 13:22:48,0.579,Cell1
2022-10-10 13:22:49,0.576,Cell1
2022-10-10 13:22:50,0.576,Cell1
2022-10-10 13:22:51,0.574,Cell1
2022-10-10 13:22:52,0.574,Cell1
2022-10-10 13:22:53,0.573,Cell1
2022-10-10 13:22:54,0.571,Cell1
2022-10-10 13:22:55,0.573,Cell1
2022-10-10 13:22:56,0.573,Cell1
2022-10-10 13:22:57,0.575,Cell1
2022-10-10 13:22:58,0.573,Cell1
2022-10-10 13:22:59,0.575,Cell1
2022-10-10 13:23:01,0.584,Cell1
2022-10-10 13:30:32,0.946,Cell1
2022-10-10 13:30:36,0.949,Cell1
2022-10-10 13:30:38,0.95,Cell1
2022-10-10 13:30:41,0.948,Cell1
2022-10-10 13:30:46,0.949,Cell1
2022-10-10 13:30:47,0.95,Cell1
2022-10-10 13:30:48,0.948,Cell1
2022-10-10 13:30:49,0.949,Cell1
2022-10-10 13:30:51,0.946,Cell1
2022-10-10 13:30:54,0.941,Cell1
2022-10-10 13:30:58,0.935,Cell1
2022-10-10 13:31:00,0.934,Cell1
2022-10-10 13:31:01,0.934,Cell1
2022-10-10 13:31:05,0.927,Cell1
2022-10-10 13:31:11,0.913,Cell1
2022-10-10 13:31:12,0.91,Cell1
2022-10-10 13:31:14,0.907,Cell1
2022-10-10 13:31:18,0.899,Cell1
2022-10-10 13:31:21,0.892,Cell1
2022-10-10 13:31:25,0.885,Cell1
2022-10-10 13:31:26,0.882,Cell1
2022-10-10 13:31:27,0.882,Cell1
2022-10-10 13:31:29,0.878,Cell1
2022-10-10 13:31:31,0.876,Cell1
2022-10-10 13:31:32,0.874,Cell1
2022-10-10 13:31:36,0.867,Cell1
2022-10-10 13:31:37,0.867,Cell1
2022-10-10 13:31:38,0.864,Cell1
2022-10-10 13:31:39,0.863,Cell1
2022-10-10 13:31:43,0.858,Cell1
2022-10-10 13:31:43,0.855,Cell1
2022-10-10 13:31:47,0.85,Cell1
2022-10-10 13:31:52,0.843,Cell1
2022-10-10 13:34:40,0.05,Cell1
2022-10-10 13:34:44,0.043,Cell1
2022-10-10 13:34:45,0.043,Cell1
2022-10-10 13:34:50,0.038,Cell1
2022-10-10 13:34:51,0.037,Cell1
2022-10-10 13:34:59,0.032,Cell1
2022-10-10 13:35:02,0.031,Cell1
2022-10-10 13:35:06,0.03,Cell1
2022-10-10 13:35:23,0.024,Cell1
2022-10-10 13:35:30,0.023,Cell1
2022-10-10 13:35:32,0.023,Cell1
2022-10-10 13:35:46,0.019,Cell1
2022-10-10 13:35:54,0.018,Cell1
2022-10-10 13:36:10,0.017,Cell1
2022-10-10 13:36:11,0.017,Cell1
2022-10-10 13:36:20,0.017,Cell1
2022-10-10 13:36:24,0.015,Cell1
2022-10-10 13:36:29,0.015,Cell1
2022-10-10 13:36:34,0.015,Cell1
2022-10-10 13:36:39,0.015,Cell1
2022-10-10 13:36:45,0.015,Cell1
2022-10-10 13:36:56,0.014,Cell1
2022-10-10 13:37:00,0.014,Cell1
2022-10-10 13:37:23,0.012,Cell1
2022-10-10 13:37:29,0.01,Cell1
2022-10-10 13:37:51,0.01,Cell1
2022-10-10 13:37:59,0.01,Cell1
2022-10-10 13:38:00,0.01,Cell1
2022-10-10 13:38:06,0.009,Cell1
2022-10-10 13:38:10,0.01,Cell1
2022-10-10 13:38:12,0.01,Cell1
2022-10-10 13:38:13,0.01,Cell1
2022-10-10 13:38:21,0.01,Cell1
2022-10-10 13:38:22,0.01,Cell1
2022-10-10 13:38:23,0.01,Cell1
2022-10-10 13:38:37,0.009,Cell1
2022-10-10 13:38:42,0.01,Cell1
2022-10-10 13:38:43,0.01,Cell1
2022-10-10 13:39:00,0.009,Cell1
2022-10-10 13:39:09,0.007,Cell1
2022-10-10 13:47:57,0.002,Cell1
2022-10-10 13:47:59,0.003,Cell1
2022-10-10 13:48:00,0.003,Cell1
2022-10-10 13:48:06,0.025,Cell1
2022-10-10 13:48:08,0.049,Cell1
2022-10-10 13:48:09,0.057,Cell1
2022-10-10 13:48:10,0.062,Cell1
2022-10-10 13:48:16,0.074,Cell1
2022-10-10 13:48:19,0.075,Cell1
2022-10-10 13:48:31,0.073,Cell1
2022-10-10 13:48:38,0.07,Cell1
2022-10-10 13:48:41,0.07,Cell1
2022-10-10 13:48:43,0.07,Cell1
2022-10-10 13:48:50,0.067,Cell1
2022-10-10 13:49:03,0.064,Cell1
2022-10-10 13:49:16,0.058,Cell1
2022-10-10 13:49:45,0.045,Cell1
2022-10-10 13:49:47,0.043,Cell1
2022-10-10 13:49:51,0.042,Cell1
2022-10-10 13:50:01,0.036,Cell1
2022-10-10 13:50:17,0.927,Cell1
2022-10-10 13:50:18,0.932,Cell1
2022-10-10 13:50:19,0.938,Cell1
2022-10-10 13:50:23,0.952,Cell1
2022-10-10 13:50:27,0.957,Cell1
2022-10-10 13:50:33,0.96,Cell1
2022-10-10 13:50:34,0.961,Cell1
2022-10-10 13:50:35,0.961,Cell1
2022-10-10 13:50:36,0.962,Cell1
2022-10-10 13:50:39,0.961,Cell1
2022-10-10 13:50:41,0.962,Cell1
2022-10-10 13:50:42,0.964,Cell1
2022-10-10 13:50:44,0.961,Cell1
2022-10-10 13:50:47,0.961,Cell1
2022-10-10 13:50:48,0.963,Cell1
2022-10-10 13:50:49,0.963,Cell1
2022-10-10 13:50:51,0.962,Cell1
2022-10-10 13:50:53,0.962,Cell1
2022-10-10 13:50:56,0.962,Cell1
2022-10-10 13:51:00,0.834,Cell1
2022-10-10 13:51:07,0.834,Cell1
2022-10-10 13:51:07,0.835,Cell1
2022-10-10 13:51:08,0.836,Cell1
2022-10-10 13:51:09,0.835,Cell1
2022-10-10 13:51:12,0.834,Cell1
2022-10-10 13:51:14,0.834,Cell1
2022-10-10 13:51:18,0.834,Cell1
2022-10-10 13:51:19,0.834,Cell1
2022-10-10 13:51:20,0.834,Cell1
2022-10-10 13:51:21,0.833,Cell1
2022-10-10 13:51:22,0.834,Cell1
2022-10-10 13:51:24,0.834,Cell1
2022-10-10 13:51:26,0.834,Cell1
2022-10-10 13:51:27,0.833,Cell1
2022-10-10 13:51:28,0.834,Cell1
2022-10-10 13:51:28,0.833,Cell1
2022-10-10 13:51:29,0.833,Cell1
2022-10-10 13:51:31,0.831,Cell1
2022-10-10 13:51:32,0.833,Cell1
2022-10-10 13:51:33,0.833,Cell1
2022-10-10 13:51:34,0.831,Cell1
2022-10-10 13:51:39,0.831,Cell1
2022-10-10 13:51:40,0.833,Cell1
2022-10-10 13:51:43,0.831,Cell1
2022-10-10 13:51:44,0.831,Cell1
2022-10-10 13:51:46,0.832,Cell1
2022-10-10 13:51:51,0.83,Cell1
2022-10-10 13:51:53,0.831,Cell1
2022-10-10 13:51:54,0.829,Cell1
2022-10-10 13:52:00,0.791,Cell1
2022-10-10 13:52:58,0.791,Cell1
2022-10-10 13:52:59,0.791,Cell1
2022-10-10 13:53:10,0.775,Cell1
2022-10-10 13:53:24,0.761,Cell1
2022-10-10 13:53:28,0.757,Cell1
2022-10-10 13:53:58,0.737,Cell1
2022-10-10 13:54:20,0.714,Cell1
2022-10-10 13:54:38,0.69,Cell1
2022-10-10 13:54:40,0.688,Cell1
2022-10-10 13:54:41,0.689,Cell1
2022-10-10 13:54:43,0.687,Cell1
2022-10-10 13:54:44,0.686,Cell1
2022-10-10 13:54:47,0.686,Cell1
2022-10-10 13:54:48,0.68,Cell1
2022-10-10 13:54:49,0.681,Cell1
2022-10-10 13:54:50,0.678,Cell1
2022-10-10 13:54:51,0.681,Cell1
2022-10-10 13:54:52,0.673,Cell1
2022-10-10 13:54:53,0.675,Cell1
2022-10-10 13:54:54,0.673,Cell1
2022-10-10 13:54:55,0.671,Cell1
2022-10-10 13:54:56,0.668,Cell1
2022-10-10 13:54:57,0.667,Cell1
2022-10-10 13:54:58,0.665,Cell1
2022-10-10 13:54:59,0.665,Cell1
2022-10-10 13:55:00,0.662,Cell1
2022-10-10 13:55:01,0.665,Cell1
2022-10-10 13:55:02,0.657,Cell1
2022-10-10 13:55:03,0.657,Cell1
2022-10-10 13:55:04,0.653,Cell1
2022-10-10 13:55:05,0.646,Cell1
2022-10-10 13:55:06,0.65,Cell1
2022-10-10 13:55:07,0.65,Cell1
2022-10-10 13:55:08,0.643,Cell1
2022-10-10 13:55:09,0.646,Cell1
2022-10-10 13:55:11,0.639,Cell1
2022-10-10 13:55:12,0.632,Cell1
2022-10-10 13:55:13,0.635,Cell1
2022-10-10 13:55:14,0.627,Cell1
2022-10-10 13:55:15,0.632,Cell1
2022-10-10 13:55:16,0.624,Cell1
2022-10-10 13:55:17,0.624,Cell1
2022-10-10 13:55:18,0.62,Cell1
2022-10-10 13:55:19,0.617,Cell1
2022-10-10 13:55:20,0.609,Cell1
2022-10-10 13:55:21,0.611,Cell1
2022-10-10 13:55:22,0.605,Cell1
2022-10-10 13:55:23,0.604,Cell1
2022-10-10 13:55:24,0.597,Cell1
2022-10-10 13:55:25,0.599,Cell1
2022-10-10 13:55:26,0.598,Cell1
2022-10-10 13:55:27,0.598,Cell1
2022-10-10 13:55:28,0.589,Cell1
2022-10-10 13:55:29,0.592,Cell1
2022-10-10 13:55:30,0.579,Cell1
2022-10-10 13:55:31,0.576,Cell1
2022-10-10 13:55:32,0.581,Cell1
2022-10-10 13:55:33,0.579,Cell1
2022-10-10 13:55:34,0.579,Cell1
2022-10-10 14:03:39,0.726,Cell1
2022-10-10 14:03:51,0.724,Cell1
2022-10-10 14:03:53,0.724,Cell1
2022-10-10 14:03:58,0.725,Cell1
2022-10-10 14:04:54,0.723,Cell1
2022-10-10 14:04:59,0.722,Cell1
2022-10-10 14:05:00,0.722,Cell1
2022-10-10 14:05:02,0.722,Cell1
2022-10-10 14:05:07,0.72,Cell1
2022-10-10 14:05:09,0.718,Cell1
2022-10-10 14:05:10,0.721,Cell1
2022-10-10 14:05:12,0.72,Cell1
2022-10-10 14:05:17,0.95,Cell1
2022-10-10 14:05:21,0.956,Cell1
2022-10-10 14:05:24,0.957,Cell1
2022-10-10 14:05:25,0.958,Cell1
2022-10-10 14:05:31,0.959,Cell1
2022-10-10 14:05:33,0.958,Cell1
2022-10-10 14:05:34,0.958,Cell1
2022-10-10 14:05:35,0.959,Cell1
2022-10-10 14:05:37,0.96,Cell1
2022-10-10 14:05:41,0.959,Cell1
2022-10-10 14:05:42,0.958,Cell1
2022-10-10 14:05:44,0.959,Cell1
2022-10-10 14:05:45,0.955,Cell1
2022-10-10 14:05:48,0.948,Cell1
2022-10-10 14:05:50,0.946,Cell1
2022-10-10 14:05:52,0.944,Cell1
2022-10-10 14:05:54,0.942,Cell1
2022-10-10 14:05:56,0.94,Cell1
2022-10-10 14:05:59,0.939,Cell1
2022-10-10 14:06:01,0.936,Cell1
2022-10-10 14:06:02,0.936,Cell1
2022-10-10 14:06:03,0.935,Cell1
2022-10-10 14:06:04,0.933,Cell1
2022-10-10 14:06:07,0.931,Cell1
2022-10-10 14:06:15,0.925,Cell1
2022-10-10 14:06:18,0.923,Cell1
2022-10-10 14:06:21,0.92,Cell1
2022-10-10 14:06:30,0.958,Cell1
2022-10-10 14:06:31,0.955,Cell1
2022-10-10 14:06:32,0.958,Cell1
2022-10-10 14:06:33,0.958,Cell1
2022-10-10 14:06:36,0.959,Cell1
2022-10-10 14:06:40,0.959,Cell1
2022-10-10 14:06:45,0.959,Cell1
2022-10-10 14:06:46,0.958,Cell1
2022-10-10 14:06:47,0.96,Cell1
2022-10-10 14:06:50,0.849,Cell1
2022-10-10 14:06:53,0.789,Cell1
2022-10-10 14:06:55,0.784,Cell1
2022-10-10 14:07:01,0.779,Cell1
2022-10-10 14:07:08,0.776,Cell1
2022-10-10 14:07:46,0.722,Cell1
2022-10-10 14:07:48,0.722,Cell1
2022-10-10 14:07:52,0.718,Cell1
2022-10-10 14:07:54,0.717,Cell1
2022-10-10 14:07:55,0.715,Cell1
2022-10-10 14:07:56,0.712,Cell1
2022-10-10 14:07:57,0.711,Cell1
2022-10-10 14:07:58,0.711,Cell1
2022-10-10 14:08:00,0.704,Cell1
2022-10-10 14:08:01,0.702,Cell1
2022-10-10 14:08:02,0.7,Cell1
2022-10-10 14:08:03,0.698,Cell1
2022-10-10 14:08:04,0.698,Cell1
2022-10-10 14:08:05,0.698,Cell1
2022-10-10 14:08:06,0.698,Cell1
2022-10-10 14:08:07,0.693,Cell1
2022-10-10 14:08:08,0.69,Cell1
2022-10-10 14:08:10,0.687,Cell1
2022-10-10 14:08:11,0.686,Cell1
2022-10-10 14:08:12,0.684,Cell1
2022-10-10 14:08:13,0.683,Cell1
2022-10-10 14:08:14,0.681,Cell1
2022-10-10 14:08:15,0.679,Cell1
2022-10-10 14:08:16,0.678,Cell1
2022-10-10 14:08:17,0.675,Cell1
2022-10-10 14:08:18,0.672,Cell1
2022-10-10 14:08:19,0.669,Cell1
2022-10-10 14:08:20,0.667,Cell1
2022-10-10 14:08:22,0.664,Cell1
2022-10-10 14:08:23,0.662,Cell1
2022-10-10 14:08:24,0.659,Cell1
2022-10-10 14:08:25,0.656,Cell1
2022-10-10 14:08:25,0.654,Cell1
2022-10-10 14:08:26,0.651,Cell1
2022-10-10 14:08:27,0.65,Cell1
2022-10-10 14:08:28,0.649,Cell1
2022-10-10 14:08:30,0.643,Cell1
2022-10-10 14:08:31,0.643,Cell1
2022-10-10 14:08:32,0.64,Cell1
2022-10-10 14:08:33,0.637,Cell1
2022-10-10 14:08:34,0.636,Cell1
2022-10-10 14:08:35,0.629,Cell1
2022-10-10 14:08:36,0.629,Cell1
2022-10-10 14:08:37,0.628,Cell1
2022-10-10 14:08:39,0.625,Cell1
2022-10-10 14:08:40,0.625,Cell1
2022-10-10 14:08:41,0.628,Cell1
2022-10-10 14:08:41,0.629,Cell1
2022-10-10 14:08:42,0.629,Cell1
2022-10-10 14:08:43,0.634,Cell1
2022-10-10 14:08:45,0.634,Cell1
2022-10-10 14:08:46,0.634,Cell1
2022-10-10 14:08:47,0.635,Cell1
2022-10-10 14:08:48,0.634,Cell1
2022-10-10 14:08:49,0.632,Cell1
2022-10-10 14:08:49,0.63,Cell1
2022-10-10 14:08:51,0.63,Cell1
2022-10-10 14:08:52,0.63,Cell1
2022-10-10 14:08:53,0.632,Cell1
2022-10-10 14:08:54,0.631,Cell1
2022-10-10 14:08:55,0.631,Cell1
2022-10-10 14:08:56,0.634,Cell1
2022-10-10 14:08:58,0.634,Cell1
2022-10-10 14:08:59,0.634,Cell1
2022-10-10 14:09:00,0.635,Cell1
2022-10-10 14:09:00,0.636,Cell1
2022-10-10 14:09:01,0.638,Cell1
2022-10-10 14:09:02,0.643,Cell1
2022-10-10 14:09:04,0.645,Cell1
2022-10-10 14:09:05,0.645,Cell1
2022-10-10 14:09:06,0.647,Cell1
2022-10-10 14:11:51,0.688,Cell1
2022-10-10 14:11:52,0.709,Cell1
2022-10-10 14:11:53,0.727,Cell1
2022-10-10 14:11:56,0.742,Cell1
2022-10-10 14:12:04,0.739,Cell1
2022-10-10 14:12:07,0.739,Cell1
2022-10-10 14:12:11,0.737,Cell1
2022-10-10 14:12:25,0.736,Cell1
2022-10-10 14:12:30,0.736,Cell1
2022-10-10 14:12:31,0.736,Cell1
2022-10-10 14:12:37,0.735,Cell1
2022-10-10 14:12:47,0.732,Cell1
2022-10-10 14:12:51,0.734,Cell1
2022-10-10 14:12:55,0.733,Cell1
2022-10-10 14:12:56,0.733,Cell1
2022-10-10 14:12:57,0.733,Cell1
2022-10-10 14:13:05,0.732,Cell1
2022-10-10 14:13:06,0.732,Cell1
2022-10-10 14:13:10,0.733,Cell1
2022-10-10 14:13:11,0.732,Cell1
2022-10-10 14:13:16,0.732,Cell1
2022-10-10 14:13:20,0.729,Cell1
2022-10-10 14:13:21,0.729,Cell1
2022-10-10 14:13:22,0.731,Cell1
2022-10-10 14:13:24,0.73,Cell1
2022-10-10 14:13:25,0.729,Cell1
2022-10-10 14:13:26,0.729,Cell1
2022-10-10 14:13:27,0.728,Cell1
2022-10-10 14:13:28,0.729,Cell1
2022-10-10 14:13:29,0.73,Cell1
2022-10-10 14:13:30,0.73,Cell1
2022-10-10 14:13:31,0.729,Cell1
2022-10-10 14:13:32,0.728,Cell1
2022-10-10 14:13:33,0.732,Cell1
2022-10-10 14:13:34,0.73,Cell1
2022-10-10 14:13:35,0.729,Cell1
2022-10-10 14:13:37,0.732,Cell1
2022-10-10 14:13:38,0.731,Cell1
2022-10-10 14:13:38,0.731,Cell1
2022-10-10 14:13:39,0.729,Cell1
2022-10-10 14:13:40,0.728,Cell1
2022-10-10 14:13:41,0.729,Cell1
2022-10-10 14:13:43,0.731,Cell1
2022-10-10 14:13:44,0.729,Cell1
2022-10-10 14:13:44,0.728,Cell1
2022-10-10 14:13:45,0.73,Cell1
2022-10-10 14:13:48,0.729,Cell1
2022-10-10 14:13:49,0.729,Cell1
2022-10-10 14:13:50,0.73,Cell1
2022-10-10 14:13:51,0.727,Cell1
2022-10-10 14:13:52,0.729,Cell1
2022-10-10 14:13:53,0.73,Cell1
2022-10-10 14:13:55,0.731,Cell1
2022-10-10 14:13:56,0.73,Cell1
2022-10-10 14:13:56,0.728,Cell1
2022-10-10 14:13:57,0.728,Cell1
2022-10-10 14:13:58,0.728,Cell1
2022-10-10 14:13:59,0.729,Cell1
2022-10-10 14:14:01,0.727,Cell1
2022-10-10 14:14:02,0.728,Cell1
2022-10-10 14:14:05,0.726,Cell1
2022-10-10 14:14:06,0.728,Cell1
2022-10-10 14:14:07,0.729,Cell1
2022-10-10 14:14:08,0.728,Cell1
2022-10-10 14:14:09,0.727,Cell1
2022-10-10 14:14:10,0.728,Cell1
2022-10-10 14:14:12,0.727,Cell1
